# id,ConstantLostPacketCount,LostCount,LostDistWeight,LostPacketCount,inRcvry,inSS,Rlmrtt,Rlsrtt,Rsprtt,type
13844, 2, 1, 3.5355, 2, 0, 0, 1.0881, 0.4466, 0.9267, 0
13845, 3, 2, 1.9843, 1, 1, 0, 2.3586, 0.9720, 0.9960, 0
13848, 7, 5, 0.5848, 1, 1, 0, 1.2053, 0.5331, 0.9375, 0
13849, 2, 1, 1.4142, 2, 0, 0, 1.0730, 0.5544, 0.9402, 0
13851, 5, 3, 0.4622, 1, 0, 0, 1.8292, 0.9356, 0.9909, 0
13853, 1, 1, 1.0000, 1, 1, 0, 1.2036, 0.6902, 0.9577, 0
13854, 2, 2, 0.3969, 1, 0, 0, 1.1977, 0.7149, 0.9608, 0
13855, 4, 3, 0.1634, 2, 1, 0, 1.3137, 0.8059, 0.9730, 0
13856, 8, 1, 16.9706, 8, 0, 0, 1.2705, 0.8676, 0.9814, 0
13857, 11, 2, 10.9978, 3, 1, 0, 1.2610, 0.8764, 0.9826, 0
13858, 15, 3, 5.5469, 4, 0, 0, 2.6137, 1.6482, 1.1021, 0
13859, 23, 4, 2.6727, 8, 1, 0, 1.8538, 1.1449, 1.0211, 0
13860, 1, 1, 3.0000, 1, 0, 0, 1.1103, 0.7281, 0.9626, 0
13861, 11, 2, 0.3765, 10, 1, 0, 1.3711, 0.9106, 0.9874, 0
13862, 4, 1, 2.0000, 4, 0, 0, 1.1120, 0.7909, 0.9710, 0
13863, 6, 2, 1.1225, 2, 1, 0, 1.1224, 0.8190, 0.9748, 0
13864, 8, 3, 0.6537, 2, 0, 0, 1.2476, 0.9207, 0.9887, 0
13867, 16, 6, 0.2118, 3, 0, 0, 1.7645, 1.2262, 1.0334, 0
13869, 3, 2, 0.2806, 2, 0, 0, 4.2020, 2.3308, 1.2347, 0
13870, 6, 3, 0.1334, 3, 1, 0, 2.7404, 1.4273, 1.0650, 0
13873, 2, 3, 1.1556, 1, 0, 0, 1.9686, 1.2641, 1.0392, 0
13874, 6, 4, 0.3937, 4, 0, 0, 1.3732, 0.8950, 0.9852, 0
13875, 1, 1, 2.0000, 1, 0, 0, 1.2797, 0.8739, 0.9823, 0
13876, 3, 2, 0.5612, 2, 1, 0, 1.3517, 0.9321, 0.9903, 0
13877, 4, 3, 0.4622, 1, 0, 0, 1.1838, 0.8355, 0.9770, 0
13878, 5, 4, 0.3150, 1, 0, 0, 2.6154, 1.6694, 1.1057, 0
13880, 2, 1, 1.4142, 2, 0, 0, 1.1495, 0.7696, 0.9682, 0
13881, 3, 2, 0.7937, 1, 1, 0, 1.0454, 0.7272, 0.9625, 0
13882, 4, 3, 0.4622, 1, 0, 0, 1.1190, 0.8004, 0.9724, 0
13883, 7, 4, 0.1819, 3, 0, 0, 1.0896, 0.8015, 0.9725, 0
13885, 3, 6, 0.1297, 2, 0, 0, 1.5648, 1.0642, 1.0093, 0
13886, 1, 1, 2.0000, 1, 0, 0, 2.0538, 1.3774, 1.0570, 0
13887, 3, 2, 0.5612, 2, 0, 0, 1.3215, 0.8990, 0.9858, 0
13888, 2, 1, 1.4142, 2, 0, 0, 1.0827, 0.8032, 0.9727, 0
13889, 3, 2, 0.4582, 3, 1, 0, 1.2455, 0.9329, 0.9905, 0
13890, 2, 1, 2.8284, 2, 0, 0, 1.3928, 0.9404, 0.9915, 0
13891, 1, 1, 2.0000, 1, 0, 0, 1.3003, 0.9116, 0.9875, 0
13892, 2, 2, 0.7937, 1, 0, 0, 1.1323, 0.8148, 0.9742, 0
13894, 1, 1, 1.0000, 1, 0, 0, 2.5414, 1.7125, 1.1133, 0
13895, 4, 2, 0.2291, 3, 1, 0, 1.1528, 0.7991, 0.9721, 0
13896, 1, 1, 1.0000, 1, 0, 0, 1.1023, 0.7918, 0.9712, 0
13897, 4, 2, 0.2291, 3, 1, 0, 1.1115, 0.8191, 0.9747, 0
13898, 3, 1, 0.5774, 3, 0, 0, 1.2492, 0.9046, 0.9866, 0
13899, 3, 1, 0.5774, 3, 1, 0, 1.1554, 0.8764, 0.9827, 0
13900, 2, 1, 2.1213, 2, 0, 0, 1.7302, 1.3249, 1.0486, 0
13901, 1, 2, 1.1906, 1, 1, 0, 1.1592, 0.9002, 0.9861, 0
13903, 1, 2, 0.3969, 1, 1, 0, 1.4527, 1.1178, 1.0171, 0
